1.217644366231396447e+01,1.065124445692143595e+00
1.194271351399103409e+01,1.063540495912104422e+00
1.166137166878750797e+01,1.061164571242045218e+00
1.128047809374273314e+01,1.060372596352025631e+00
1.104241960933974909e+01,1.060372596352025631e+00
1.089092784653785095e+01,1.060372596352025409e+00
1.030227413965047134e+01,1.058788646571986014e+00
9.462576940119944879e+00,1.042157173881572474e+00
9.272130152597558350e+00,1.031069525421296706e+00
8.549298027228495300e+00,9.875109064702134454e-01
7.869749262659976985e+00,9.352405637289135099e-01
7.276767219692542810e+00,9.146492165884013703e-01
6.714083529285488794e+00,9.431603126291104866e-01
5.580059476311272526e+00,1.109475039533247109e+00
4.939465736463241718e+00,1.179168829854980505e+00
4.336004564038828057e+00,1.155853911923854671e+00
3.858429629395367044e+00,9.401220089601256547e-01
3.273420837101716607e+00,4.819079654487298248e-01
2.634786238847815820e+00,1.443707257346735218e-02
2.176529351551123703e+00,-5.807491411015425209e-02
2.005901787132142289e+00,-6.424614701939865280e-02
