1.218649124417110485e+01,1.065763518936484022e+00
1.200092026477964602e+01,1.065763518936484022e+00
1.185698379999524477e+01,1.066160324537371862e+00
1.181297017026778207e+01,1.064969907734708121e+00
1.172732202593326534e+01,1.063382685331156097e+00
1.160598715479269494e+01,1.062192268528492356e+00
1.148346272609192198e+01,1.061795462927604294e+00
1.138829812127579011e+01,1.062589074129380196e+00
1.125387811697300045e+01,1.063382685331156097e+00
1.117060908775888350e+01,1.063779490932044158e+00
1.109804607658658249e+01,1.062589074129380196e+00
1.098860678104802879e+01,1.061398657326716233e+00
1.092912890303794526e+01,1.061001851725828393e+00
1.078043420801273733e+01,1.061795462927604294e+00
1.071025031196083965e+01,1.062985879730268035e+00
1.062341261006611681e+01,1.063382685331156097e+00
1.056750340473663918e+01,1.063779490932044158e+00
1.044854764871647212e+01,1.062589074129380196e+00
1.033316056537691097e+01,1.060208240524052492e+00
1.026297666932501329e+01,1.059017823721388529e+00
1.015353737378646137e+01,1.058621018120500690e+00
1.002506515728468273e+01,1.058621018120500690e+00
9.956070818792985833e+00,1.058224212519612628e+00
9.865664444217658868e+00,1.056636990116060604e+00
9.734813112595475104e+00,1.052272128506293036e+00
9.675335234585393351e+00,1.050288100501853172e+00
9.586118417570267169e+00,1.048304072497413530e+00
9.529019654680586981e+00,1.045923238892085605e+00
9.358912923571748976e+00,1.038383932475214211e+00
9.320847081645295518e+00,1.037193515672550248e+00
9.242336282671987036e+00,1.033225459663670742e+00
9.159067253457870095e+00,1.030844626058342817e+00
9.099589375447786566e+00,1.028860598053902953e+00
9.038921939877500478e+00,1.026479764448575027e+00
8.923534856537939319e+00,1.020527680435255435e+00
8.814095560999385626e+00,1.012988374018384041e+00
8.715362283502647855e+00,1.003465039597072783e+00
8.613060333325304185e+00,9.935448995748736856e-01
8.377527936405373410e+00,9.832279539517865263e-01
8.249055719903594763e+00,9.752918419340271816e-01
8.048020492229513323e+00,9.514835058807488144e-01
7.996869517140842376e+00,9.451346162665412720e-01
7.925496063528742141e+00,9.395793378541097418e-01
7.827952343592206041e+00,9.356112818452300139e-01
7.748251987058693224e+00,9.356112818452299029e-01
7.656656054923165478e+00,9.379921154505577174e-01
7.580524371070258560e+00,9.360080874461178535e-01
7.525804723300981713e+00,9.336272538407900390e-01
7.430640118484848955e+00,9.252943362221427437e-01
7.381868258516580461e+00,9.217230858141508554e-01
7.334285956108513638e+00,9.181518354061590781e-01
7.289082768820850156e+00,9.165646130026072758e-01
7.252206484454598368e+00,9.153741961999433130e-01
7.208192854727136556e+00,9.161678074017192142e-01
7.111838692350801239e+00,9.245007250203663984e-01
7.061877274822331074e+00,9.272783642265821635e-01
6.971470900247004998e+00,9.344208650425656071e-01
6.735497402523647814e+00,9.450877943744311338e-01
6.174636169413457942e+00,1.016700838130939477e+00
5.836615902277430656e+00,1.095357315714531987e+00
5.199940445617659002e+00,1.195578138160660497e+00
4.623679448348959831e+00,1.211088503539228034e+00
3.577634521380899546e+00,8.228294992093904137e-01
2.941505801910187401e+00,3.167986860395325954e-01
2.279543750256415535e+00,5.535646091703053107e-02
2.089051401301606159e+00,4.155346997668724063e-02
